ID,Nhà cung cấp,Ngày nhập gần đây,Đơn giá nhập,Tổng nhập,ID Khach hang,Ngày,Đơn giá MIN,Tổng nhập
ZA-45BWD10ACA86,NCC-NAMBAC,2022-08-23 00:00:00,397882,20,NCC-VUGIA,2022-02-19 00:00:00,390000,20
ZA-47KWD02AU42C-01LB,NCC-NAMBAC,2022-08-23 00:00:00,835881,10,NCC-NAMBAC,2022-08-23 00:00:00,835881,10
ZA-50TKB3504B1R,NCC-NAMBAC,2022-08-23 00:00:00,239881,50,NCC-VUGIA,2022-03-04 00:00:00,220000,100
ZA-54KWH01R-Y-2CA-01,NCC-NAMBAC,2022-08-23 00:00:00,814882,20,NCC-NAMBAC,2022-08-23 00:00:00,814882,20
ZA-54KWH02D-Y-2CA-01,NCC-NAMBAC,2022-08-23 00:00:00,830882,20,NCC-NAMBAC,2022-08-23 00:00:00,830882,20
ZA-58TKZ3504A3RA,NCC-NAMBAC,2022-08-23 00:00:00,327882,50,NCC-VUGIA,2022-03-04 00:00:00,630000,200
04466-60160,CHPT-MINHANH,2022-08-24 00:00:00,950000,3,CHPT-MINHANH,2022-06-15 00:00:00,950000,5
04466-60160,CHPT-MINHANH,2022-08-24 00:00:00,950000,3,CHPT-MINHANH,2022-08-24 00:00:00,950000,3
11193-36010,CHPT-MINHANH,2022-08-24 00:00:00,35000,20,CHPT-MINHANH,2022-01-18 00:00:00,35000,10
11193-36010,CHPT-MINHANH,2022-08-24 00:00:00,35000,20,CHPT-MINHANH,2022-08-13 00:00:00,35000,4
11193-36010,CHPT-MINHANH,2022-08-24 00:00:00,35000,20,CHPT-MINHANH,2022-08-22 00:00:00,35000,8
11193-36010,CHPT-MINHANH,2022-08-24 00:00:00,35000,20,CHPT-MINHANH,2022-08-24 00:00:00,35000,20
11213-31030,HTAUTOHN,2022-08-24 00:00:00,267000,1,HTAUTOHN,2022-08-24 00:00:00,267000,1
11214-31010,HTAUTOHN,2022-08-24 00:00:00,247000,1,HTAUTOHN,2022-08-24 00:00:00,247000,1
12371-0C091,CHPT-MINHANH,2022-08-24 00:00:00,560000,1,NK-CHI,2022-05-13 00:00:00,376272,4
47050-78060,NCC-KHANGTHANG,2022-08-24 00:00:00,22700000,1,NCC-KHANGTHANG,2022-08-24 00:00:00,22700000,1
47070-12020,NCC-KHANGTHANG,2022-08-24 00:00:00,13300000,1,NCC-KHANGTHANG,2022-08-24 00:00:00,13300000,1
48815-26370,CHPT-MINHANH,2022-08-24 00:00:00,150000,6,CHPT-MINHANH,2022-01-15 00:00:00,135000,10
48815-26370,CHPT-MINHANH,2022-08-24 00:00:00,150000,6,CHPT-MINHANH,2022-04-07 00:00:00,135000,10
48815-26370,CHPT-MINHANH,2022-08-24 00:00:00,150000,6,CHPT-MINHANH,2022-06-18 00:00:00,135000,10
48815-26370,CHPT-MINHANH,2022-08-24 00:00:00,150000,6,CHPT-MINHANH,2022-06-27 00:00:00,135000,20
48815-26370,CHPT-MINHANH,2022-08-24 00:00:00,150000,6,CHPT-MINHANH,2022-07-13 00:00:00,135000,10
90916-02667,NCC-KHANGTHANG,2022-08-24 00:00:00,650000,5,NCC-KHANGTHANG,2022-08-24 00:00:00,650000,5
12362-31060,HTAUTOHN,2022-08-25 00:00:00,2143000,1,HTAUTOHN,2022-08-25 00:00:00,2143000,1
12363-0P050,HTAUTOHN,2022-08-25 00:00:00,1300000,1,HTAUTOHN,2022-04-19 00:00:00,1230000,1
04466-48120,CHPT-MINHANH,2022-08-26 00:00:00,860000,1,CHPT-MINHANH,2022-06-29 00:00:00,860000,2
04466-48120,CHPT-MINHANH,2022-08-26 00:00:00,860000,1,CHPT-MINHANH,2022-08-26 00:00:00,860000,1
12341-RNA-A01,KL-DUCPHAT-Q5,2022-08-26 00:00:00,100000,1,KL-DUCPHAT-Q5,2022-08-26 00:00:00,100000,1
13470-28020,HTAUTOHN,2022-08-26 00:00:00,2326000,1,NK-TS,2022-03-29 00:00:00,1665540,1
16620-31040,CHPT-MINHANH,2022-08-26 00:00:00,2430000,1,HTAUTOHN,2022-03-03 00:00:00,2340000,1
16620-31040,CHPT-MINHANH,2022-08-26 00:00:00,2430000,1,HTAUTOHN,2022-03-09 00:00:00,2340000,5
45022-SHJ-A50,KL-DUCPHAT-Q5,2022-08-26 00:00:00,550000,3,KL-DUCPHAT-Q5,2022-08-26 00:00:00,550000,3
45460-49055,HTAUTOHN,2022-08-26 00:00:00,931000,1,HTAUTOHN,2022-08-26 00:00:00,931000,1
50820-SVA-A05TG,KL-DUCPHAT-Q5,2022-08-26 00:00:00,300000,1,KL-DUCPHAT-Q5,2022-08-26 00:00:00,300000,1
51320-STK-003,KL-DUCPHAT-Q5,2022-08-26 00:00:00,200000,2,KL-DUCPHAT-Q5,2022-07-27 00:00:00,200000,4
51320-STK-003,KL-DUCPHAT-Q5,2022-08-26 00:00:00,200000,2,KL-DUCPHAT-Q5,2022-08-26 00:00:00,200000,2
DZS-004,QUANGVU,2022-08-26 00:00:00,950000,1,QUANGVU,2022-08-26 00:00:00,950000,1
T25C04B,HTAUTOHN,2022-08-26 00:00:00,88270,20,NK-CHI,2022-05-13 00:00:00,62478,12
T25C05ERZ,HTAUTOHN,2022-08-26 00:00:00,696000,2,HTAUTOHN,2022-01-06 00:00:00,538000,2
04466-50130,NCC-KHANGTHANG,2022-08-27 00:00:00,1250000,2,NCC-KHANGTHANG,2022-08-27 00:00:00,1250000,2
11115-31080,CHPT-MINHANH,2022-08-27 00:00:00,570000,1,CHPT-MINHANH,2022-03-29 00:00:00,570000,1
11115-31080,CHPT-MINHANH,2022-08-27 00:00:00,570000,1,CHPT-MINHANH,2022-08-11 00:00:00,570000,1
11115-31080,CHPT-MINHANH,2022-08-27 00:00:00,570000,1,CHPT-MINHANH,2022-08-27 00:00:00,570000,1
11116-31060,HTAUTOHN,2022-08-27 00:00:00,655000,1,HTAUTOHN,2022-03-29 00:00:00,600000,1
11213-20020,HTAUTOHN,2022-08-27 00:00:00,215000,1,HTAUTOHN,2022-07-06 00:00:00,215000,1
11213-20020,HTAUTOHN,2022-08-27 00:00:00,215000,1,HTAUTOHN,2022-07-15 00:00:00,215000,1
11213-20020,HTAUTOHN,2022-08-27 00:00:00,215000,1,HTAUTOHN,2022-08-27 00:00:00,215000,1
11214-20010,HTAUTOHN,2022-08-27 00:00:00,257000,1,HTAUTOHN,2022-07-06 00:00:00,229000,1
11214-20010,HTAUTOHN,2022-08-27 00:00:00,257000,1,HTAUTOHN,2022-07-15 00:00:00,229000,1
13750-75020,NCC-QUANGNINH,2022-08-27 00:00:00,90000,200,NCC-QUANGNINH,2022-08-27 00:00:00,90000,200
23221-0Y040,NCC-THAILAND,2022-08-27 00:00:00,0,5,NCC-THAILAND,2022-08-27 00:00:00,0,5
48066-29215,NCC-KHANGTHANG,2022-08-27 00:00:00,4050000,1,NCC-KHANGTHANG,2022-08-23 00:00:00,4050000,2
48066-29215,NCC-KHANGTHANG,2022-08-27 00:00:00,4050000,1,NCC-KHANGTHANG,2022-08-27 00:00:00,4050000,1
48510-09K80,NCC-THAILAND,2022-08-27 00:00:00,0,20,NCC-THAILAND,2022-08-27 00:00:00,0,20
48510-80479,ASCSG,2022-08-27 00:00:00,3200000,1,ASCSG,2022-08-27 00:00:00,3200000,1
48510-80584,NCC-KHANGTHANG,2022-08-27 00:00:00,3350000,1,NCC-KHANGTHANG,2022-08-23 00:00:00,3350000,1
48510-80584,NCC-KHANGTHANG,2022-08-27 00:00:00,3350000,1,NCC-KHANGTHANG,2022-08-27 00:00:00,3350000,1
48520-80304,NCC-KHANGTHANG,2022-08-27 00:00:00,3000000,1,NCC-KHANGTHANG,2022-08-23 00:00:00,3000000,1
48520-80304,NCC-KHANGTHANG,2022-08-27 00:00:00,3000000,1,NCC-KHANGTHANG,2022-08-27 00:00:00,3000000,1
48540-09890,NCC-KHANGTHANG,2022-08-27 00:00:00,3100000,1,HTAUTOHN,2022-02-22 00:00:00,2850000,2
90916-02586,NCC-KHANGTHANG,2022-08-27 00:00:00,980000,5,NCC-KHANGTHANG,2022-08-27 00:00:00,980000,5
90916-03140,NCC-KHANGTHANG,2022-08-27 00:00:00,250000,20,NK-TS,2022-03-29 00:00:00,208016,10
90919-02262,NCC-KHANGTHANG,2022-08-27 00:00:00,1080000,8,NCC-KHANGTHANG,2022-08-27 00:00:00,1080000,8
90919-02266,CHPT-MINHANH,2022-08-27 00:00:00,1150000,5,CHPT-MINHANH,2022-07-13 00:00:00,1150000,1
90919-02266,CHPT-MINHANH,2022-08-27 00:00:00,1150000,5,CHPT-MINHANH,2022-08-01 00:00:00,1150000,4
90919-02266,CHPT-MINHANH,2022-08-27 00:00:00,1150000,5,CHPT-MINHANH,2022-08-06 00:00:00,1150000,4
90919-02266,CHPT-MINHANH,2022-08-27 00:00:00,1150000,5,CHPT-MINHANH,2022-08-27 00:00:00,1150000,5
11310-0C011,NCC-THAILAND,2022-08-29 00:00:00,7053900,4,HTAUTOHN,2022-05-27 00:00:00,6975000,1
13559-0C030,NCC-THAILAND,2022-08-29 00:00:00,336700,12,NCC-THAILAND,2022-08-27 00:00:00,0,8
13566-0C020,NCC-THAILAND,2022-08-29 00:00:00,60200,10,NK-TS,2022-02-26 00:00:00,50050,5
16100-09460,NCC-THAILAND,2022-08-29 00:00:00,1323700,10,NCC-THAILAND,2022-08-27 00:00:00,0,20
16100-09770,NCC-THAILAND,2022-08-29 00:00:00,907900,19,NCC-THAILAND,2022-08-27 00:00:00,0,27
16571-0C080,NCC-THAILAND,2022-08-29 00:00:00,93100,10,NCC-THAILAND,2022-08-29 00:00:00,93100,10
16572-0C070,NCC-THAILAND,2022-08-29 00:00:00,119700,10,NCC-THAILAND,2022-08-29 00:00:00,119700,10
16620-0Y061,NCC-THAILAND,2022-08-29 00:00:00,378000,71,NCC-THAILAND,2022-08-27 00:00:00,0,29
17801-AZA31,HTAUTOHN,2022-08-29 00:00:00,617000,1,HTAUTOHN,2022-08-29 00:00:00,617000,1
23209-09045,NCC-THAILAND,2022-08-29 00:00:00,1012200,20,NCC-THAILAND,2022-08-27 00:00:00,0,12
23220-0C051,NCC-THAILAND,2022-08-29 00:00:00,1019900,24,NCC-THAILAND,2022-04-02 00:00:00,952893,32
23390-YZZA1,NCC-THAILAND,2022-08-29 00:00:00,222600,100,NCC-THAILAND,2022-08-29 00:00:00,222600,100
43340-09100,NCC-THAILAND,2022-08-29 00:00:00,612500,3,NCC-THAILAND,2022-08-29 00:00:00,612500,3
48520-80089,HTAUTOHN,2022-08-29 00:00:00,2848000,1,HTAUTOHN,2022-01-04 00:00:00,2200000,1
48520-80089,HTAUTOHN,2022-08-29 00:00:00,2848000,1,HTAUTOHN,2022-01-07 00:00:00,2200000,1
48520-80089,HTAUTOHN,2022-08-29 00:00:00,2848000,1,HTAUTOHN,2022-01-10 00:00:00,2200000,1
48520-80089,HTAUTOHN,2022-08-29 00:00:00,2848000,1,HTAUTOHN,2022-01-12 00:00:00,2200000,2
48520-80089,HTAUTOHN,2022-08-29 00:00:00,2848000,1,HTAUTOHN,2022-01-26 00:00:00,2200000,1
48609-12520,HTAUTOHN,2022-08-29 00:00:00,934000,1,NK-TS,2022-02-26 00:00:00,617443,20
90311-T0011,NCC-THAILAND,2022-08-29 00:00:00,54600,8,NCC-THAILAND,2022-08-27 00:00:00,0,8
90311-T0046,NCC-THAILAND,2022-08-29 00:00:00,240100,40,NCC-THAILAND,2022-04-02 00:00:00,237345,10
90311-T0090,NCC-THAILAND,2022-08-29 00:00:00,79800,20,NCC-THAILAND,2022-04-02 00:00:00,79349,1
90311-T0098,NCC-THAILAND,2022-08-29 00:00:00,210700,30,NCC-THAILAND,2022-04-02 00:00:00,210662,25
90311-T0100,NCC-THAILAND,2022-08-29 00:00:00,88200,20,NCC-THAILAND,2022-08-29 00:00:00,88200,20
90312-T0001,NCC-THAILAND,2022-08-29 00:00:00,79800,20,NK-CHI,2022-05-13 00:00:00,79326,3
90916-T2024,NCC-THAILAND,2022-08-29 00:00:00,312200,200,NCC-THAILAND,2022-07-19 00:00:00,312200,300
90916-T2024,NCC-THAILAND,2022-08-29 00:00:00,312200,200,NCC-THAILAND,2022-08-12 00:00:00,312200,10
90916-T2024,NCC-THAILAND,2022-08-29 00:00:00,312200,200,NCC-THAILAND,2022-08-29 00:00:00,312200,200
AB39-6C-301AB,NCC-THAILAND,2022-08-29 00:00:00,312900,20,NCC-THAILAND,2022-08-29 00:00:00,312900,20
T19ZE121,NCC-THAILAND,2022-08-29 00:00:00,16100,300,NCC-THAILAND,2022-08-29 00:00:00,16100,300
04111-28983,HTAUTOHN,2022-08-30 00:00:00,2706000,2,NK-LED,2022-06-13 00:00:00,2545492,10
13506-13040,CHPT-MINHANH,2022-08-30 00:00:00,650000,1,NK-TS,2022-03-29 00:00:00,552676,2
15330-28010,HTAUTOHN,2022-08-30 00:00:00,905000,1,HTAUTOHN,2022-04-01 00:00:00,855000,1
291000-9011,HTAUTOHN,2022-08-30 00:00:00,777600,10,NK-IDAS,2022-04-05 00:00:00,575520,5
47831-0T010,CHPT-MINHANH,2022-08-30 00:00:00,205000,2,CHPT-MINHANH,2022-08-30 00:00:00,205000,2
T1024R,HTAUTOHN,2022-08-30 00:00:00,286000,1,NK-CHI,2022-05-13 00:00:00,195156,4
TP-656,HTAUTOHN,2022-08-30 00:00:00,434000,1,HTAUTOHN,2022-08-30 00:00:00,434000,1
11213-0L010,CHPT-MINHANH,2022-08-31 00:00:00,100000,10,CHPT-MINHANH,2022-02-15 00:00:00,100000,10
11213-0L010,CHPT-MINHANH,2022-08-31 00:00:00,100000,10,CHPT-MINHANH,2022-03-19 00:00:00,100000,10
11213-0L010,CHPT-MINHANH,2022-08-31 00:00:00,100000,10,CHPT-MINHANH,2022-08-01 00:00:00,100000,30
11213-0L010,CHPT-MINHANH,2022-08-31 00:00:00,100000,10,CHPT-MINHANH,2022-08-31 00:00:00,100000,10
13011-37130,HTAUTOHN,2022-08-31 00:00:00,1419000,1,HTAUTOHN,2022-08-31 00:00:00,1419000,1
13101-75130,CHPT-MINHANH,2022-08-31 00:00:00,730000,4,CHPT-MINHANH,2022-03-19 00:00:00,540000,8
27415-30010,HTAUTOHN,2022-08-31 00:00:00,700000,30,HTAUTOHN,2022-08-31 00:00:00,700000,30
31250-0K281,HTAUTOHN,2022-08-31 00:00:00,1420000,400,NK-IDAM,2022-04-12 00:00:00,1263900,160
45510-0D530,CHPT-MINHANH,2022-08-31 00:00:00,4300000,3,CHPT-MINHANH,2022-08-31 00:00:00,4300000,3
48068-48070,CHPT-MINHANH,2022-08-31 00:00:00,2250000,1,CHPT-MINHANH,2022-01-25 00:00:00,2150000,1
48068-48070,CHPT-MINHANH,2022-08-31 00:00:00,2250000,1,CHPT-MINHANH,2022-04-01 00:00:00,2150000,1
48511-80169,CHPT-MINHANH,2022-08-31 00:00:00,530000,6,CHPT-MINHANH,2022-03-12 00:00:00,480000,2
48511-80169,CHPT-MINHANH,2022-08-31 00:00:00,530000,6,CHPT-MINHANH,2022-04-07 00:00:00,480000,14
48511-80169,CHPT-MINHANH,2022-08-31 00:00:00,530000,6,CHPT-MINHANH,2022-06-15 00:00:00,480000,10
48511-80169,CHPT-MINHANH,2022-08-31 00:00:00,530000,6,CHPT-MINHANH,2022-06-27 00:00:00,480000,20
48511-80169,CHPT-MINHANH,2022-08-31 00:00:00,530000,6,CHPT-MINHANH,2022-08-09 00:00:00,480000,6
48531-09430,NCC-LIENVIET,2022-08-31 00:00:00,470000,200,NK-TRISTAN,2022-04-21 00:00:00,402390,500
48531-09A50,HTAUTOHN,2022-08-31 00:00:00,460750,100,NK-TRISTAN,2022-04-21 00:00:00,402390,443
48810-60040,NCC-QUANGNINH,2022-08-31 00:00:00,850000,10,NCC-QUANGNINH,2022-06-20 00:00:00,830000,10
48820-60050,NCC-QUANGNINH,2022-08-31 00:00:00,850000,10,NCC-QUANGNINH,2022-06-20 00:00:00,830000,10
90363-40066,HTAUTOHN,2022-08-31 00:00:00,730410,8,CHPT-MINHANH,2022-03-30 00:00:00,580000,1
90363-40066,HTAUTOHN,2022-08-31 00:00:00,730410,8,CHPT-MINHANH,2022-04-07 00:00:00,580000,10
90363-40066,HTAUTOHN,2022-08-31 00:00:00,730410,8,CHPT-MINHANH,2022-06-11 00:00:00,580000,4
TT-113,HTAUTOHN,2022-08-31 00:00:00,105000,100,HTAUTOHN,2022-08-31 00:00:00,105000,100
TT-121,HTAUTOHN,2022-08-31 00:00:00,125000,140,HTAUTOHN,2022-05-30 00:00:00,250000,140
TT-121,HTAUTOHN,2022-08-31 00:00:00,125000,140,HTAUTOHN,2022-07-11 00:00:00,125000,140
TT-121,HTAUTOHN,2022-08-31 00:00:00,125000,140,HTAUTOHN,2022-07-20 00:00:00,125000,140
TT-121,HTAUTOHN,2022-08-31 00:00:00,125000,140,HTAUTOHN,2022-08-31 00:00:00,125000,140
04479-04030,CHPT-MINHANH,2022-09-01 00:00:00,660000,3,NCC-THAILAND,2022-01-21 00:00:00,577230,30
16401-0C030,CHPT-MINHANH,2022-09-01 00:00:00,90000,30,CHPT-MINHANH,2022-06-23 00:00:00,90000,30
16401-0C030,CHPT-MINHANH,2022-09-01 00:00:00,90000,30,CHPT-MINHANH,2022-07-06 00:00:00,90000,10
16401-0C030,CHPT-MINHANH,2022-09-01 00:00:00,90000,30,CHPT-MINHANH,2022-08-09 00:00:00,90000,20
16401-0C030,CHPT-MINHANH,2022-09-01 00:00:00,90000,30,CHPT-MINHANH,2022-08-26 00:00:00,90000,20
16401-0C030,CHPT-MINHANH,2022-09-01 00:00:00,90000,30,CHPT-MINHANH,2022-09-01 00:00:00,90000,30
16604-31010,HTAUTOHN,2022-09-01 00:00:00,562000,4,HTAUTOHN,2022-09-01 00:00:00,562000,4
45460-39635,HTAUTOHN,2022-09-01 00:00:00,1045000,1,HTAUTOHN,2022-09-01 00:00:00,1045000,1
45470-39225,HTAUTOHN,2022-09-01 00:00:00,1096000,1,CHPT-MINHANH,2022-07-02 00:00:00,1040000,1
48510-80786,NCC-KHANGTHANG,2022-09-01 00:00:00,12500000,1,NCC-KHANGTHANG,2022-07-18 00:00:00,11800000,1
48520-80462,NCC-KHANGTHANG,2022-09-01 00:00:00,12800000,1,NCC-KHANGTHANG,2022-07-18 00:00:00,10300000,1
77024-60230,CHPT-MINHANH,2022-09-01 00:00:00,750000,1,CHPT-MINHANH,2022-09-01 00:00:00,750000,1
90311-T0014,CHPT-MINHANH,2022-09-01 00:00:00,85000,5,CHPT-MINHANH,2022-09-01 00:00:00,85000,5
13050-28012,HTAUTOHN,2022-09-05 00:00:00,2096000,1,CHPT-MINHANH,2022-03-14 00:00:00,1850000,1
13050-28012,HTAUTOHN,2022-09-05 00:00:00,2096000,1,CHPT-MINHANH,2022-03-19 00:00:00,1850000,1
13050-28012,HTAUTOHN,2022-09-05 00:00:00,2096000,1,CHPT-MINHANH,2022-03-21 00:00:00,1850000,1
31420-26201,CHPT-MINHANH,2022-09-05 00:00:00,1250000,5,CHPT-MINHANH,2022-06-14 00:00:00,1200000,3
31420-26201,CHPT-MINHANH,2022-09-05 00:00:00,1250000,5,CHPT-MINHANH,2022-06-18 00:00:00,1200000,3
31420-26201,CHPT-MINHANH,2022-09-05 00:00:00,1250000,5,CHPT-MINHANH,2022-07-12 00:00:00,1200000,3
31420-26201,CHPT-MINHANH,2022-09-05 00:00:00,1250000,5,CHPT-MINHANH,2022-08-12 00:00:00,1200000,2
5406030PK,QUANGVU,2022-09-05 00:00:00,260000,2,QUANGVU,2022-09-05 00:00:00,260000,2
SB-T172L,KL-QUANGSAIGON,2022-09-05 00:00:00,315000,1,NK-TS,2022-07-16 00:00:00,186651,100
SB-T172R,KL-QUANGSAIGON,2022-09-05 00:00:00,315000,1,NK-TS,2022-07-16 00:00:00,186663,100
SL-T340,KL-QUANGSAIGON,2022-09-05 00:00:00,210000,4,NK-TS,2022-07-16 00:00:00,121358,400
13506-75040,CHPT-MINHANH,2022-09-06 00:00:00,1120000,5,CHPT-MINHANH,2022-07-18 00:00:00,1120000,1
13506-75040,CHPT-MINHANH,2022-09-06 00:00:00,1120000,5,CHPT-MINHANH,2022-09-06 00:00:00,1120000,5
47731-35040,CHPT-MINHANH,2022-09-06 00:00:00,240000,20,NK-TS,2022-03-29 00:00:00,301930,40
48815-48110,NCC-KHANGTHANG,2022-09-06 00:00:00,270000,2,NCC-KHANGTHANG,2022-09-06 00:00:00,270000,2
90080-91206,CHPT-MINHANH,2022-09-06 00:00:00,460000,3,NK-TS,2022-02-26 00:00:00,340529,50
90311-A0020,CHPT-MINHANH,2022-09-06 00:00:00,280000,1,CHPT-MINHANH,2022-08-23 00:00:00,280000,2
90311-A0020,CHPT-MINHANH,2022-09-06 00:00:00,280000,1,CHPT-MINHANH,2022-09-06 00:00:00,280000,1
SE-3753L,HTAUTOHN,2022-09-06 00:00:00,276000,1,NK-TS,2022-07-16 00:00:00,170519,60
SE-3753R,HTAUTOHN,2022-09-06 00:00:00,276000,1,NK-TS,2022-07-16 00:00:00,170519,60
VAPC-NAPCHUP,PHUCTHANH,2022-09-06 00:00:00,100000,1,PHUCTHANH,2022-09-06 00:00:00,100000,1
11213-31040,CHPT-MINHANH,2022-09-07 00:00:00,150000,3,CHPT-MINHANH,2022-02-19 00:00:00,150000,1
11213-31040,CHPT-MINHANH,2022-09-07 00:00:00,150000,3,CHPT-MINHANH,2022-09-07 00:00:00,150000,3
11213-66021,CHPT-MINHANH,2022-09-07 00:00:00,240000,1,CHPT-MINHANH,2022-03-15 00:00:00,225000,2
11213-66021,CHPT-MINHANH,2022-09-07 00:00:00,240000,1,HTAUTOHN,2022-04-27 00:00:00,225000,1
12361-31101,CHPT-MINHANH,2022-09-07 00:00:00,1500000,2,CHPT-MINHANH,2022-09-07 00:00:00,1500000,2
12371-31070,CHPT-MINHANH,2022-09-07 00:00:00,590000,1,NK-TS,2022-03-29 00:00:00,469798,1
12371-38050,HTAUTOHN,2022-09-07 00:00:00,2231000,1,HTAUTOHN,2022-09-07 00:00:00,2231000,1
13503-50011,CHPT-MINHANH,2022-09-07 00:00:00,750000,1,NK-TS,2022-03-29 00:00:00,653866,3
53010-SWA-A01,KL-DUCPHAT-Q5,2022-09-07 00:00:00,225000,2,KL-DUCPHAT-Q5,2022-09-07 00:00:00,225000,2
53540-SWA-A01,KL-DUCPHAT-Q5,2022-09-07 00:00:00,200000,2,KL-DUCPHAT-Q5,2022-09-07 00:00:00,200000,2
90919-02259,CHPT-MINHANH,2022-09-07 00:00:00,1250000,7,CHPT-MINHANH,2022-01-19 00:00:00,1250000,3
90919-02259,CHPT-MINHANH,2022-09-07 00:00:00,1250000,7,CHPT-MINHANH,2022-08-13 00:00:00,1250000,9
90919-02259,CHPT-MINHANH,2022-09-07 00:00:00,1250000,7,CHPT-MINHANH,2022-09-07 00:00:00,1250000,7
90919-22211,ASCSG,2022-09-07 00:00:00,1550000,1,ASCSG,2022-09-07 00:00:00,1550000,1
T25C04ELZ,HTAUTOHN,2022-09-07 00:00:00,724000,1,HTAUTOHN,2022-09-07 00:00:00,724000,1
T25C04ERZ,HTAUTOHN,2022-09-07 00:00:00,620000,1,HTAUTOHN,2022-09-07 00:00:00,620000,1
04152-YZZA1,CHPT-MINHANH,2022-09-08 00:00:00,110000,40,NK-TS,2022-03-29 00:00:00,86869,20
12362-36052,NCC-HOANKIEM,2022-09-08 00:00:00,2429000,1,NK-TS,2022-02-26 00:00:00,1383400,4
13011-13110,CHPT-MINHANH,2022-09-08 00:00:00,1600000,1,NK-TS,2022-02-26 00:00:00,1265992,4
27415-0W131,CHPT-MINHANH,2022-09-08 00:00:00,750000,5,CHPT-MINHANH,2022-04-27 00:00:00,730000,10
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-01-05 00:00:00,320000,3
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-02-22 00:00:00,320000,15
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-03-19 00:00:00,320000,3
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-06-01 00:00:00,320000,20
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-06-16 00:00:00,320000,3
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-07-11 00:00:00,320000,50
31230-35090,CHPT-MINHANH,2022-09-08 00:00:00,320000,10,CHPT-MINHANH,2022-09-08 00:00:00,320000,10
48157-06060,CHPT-MINHANH,2022-09-08 00:00:00,250000,2,NK-TS,2022-02-26 00:00:00,178450,38
48511-29527,HTAUTOHN,2022-09-08 00:00:00,648000,1,HTAUTOHN,2022-09-08 00:00:00,648000,1
48609-48080,NCC-KHANGTHANG,2022-09-08 00:00:00,1500000,2,NCC-KHANGTHANG,2022-09-08 00:00:00,1500000,2
99367-C2090,HTAUTOHN,2022-09-08 00:00:00,1190000,2,HTAUTOHN,2022-01-04 00:00:00,990000,3
99367-C2090,HTAUTOHN,2022-09-08 00:00:00,1190000,2,HTAUTOHN,2022-01-20 00:00:00,990000,3
GBD900364,QUANGVU,2022-09-08 00:00:00,650000,2,QUANGVU,2022-09-08 00:00:00,650000,2
K-1267,QUANGVU,2022-09-08 00:00:00,380000,1,QUANGVU,2022-09-08 00:00:00,380000,1
13568-YZZ10,CHPT-MINHANH,2022-09-09 00:00:00,850000,3,CHPT-MINHANH,2022-01-27 00:00:00,790000,1
35330-60030,CHPT-MINHANH,2022-09-09 00:00:00,810000,2,CHPT-MINHANH,2022-06-18 00:00:00,810000,2
35330-60030,CHPT-MINHANH,2022-09-09 00:00:00,810000,2,CHPT-MINHANH,2022-07-06 00:00:00,810000,3
35330-60030,CHPT-MINHANH,2022-09-09 00:00:00,810000,2,CHPT-MINHANH,2022-07-20 00:00:00,810000,3
35330-60030,CHPT-MINHANH,2022-09-09 00:00:00,810000,2,CHPT-MINHANH,2022-08-09 00:00:00,810000,3
35330-60030,CHPT-MINHANH,2022-09-09 00:00:00,810000,2,CHPT-MINHANH,2022-09-09 00:00:00,810000,2
45510-02620,CHPT-MINHANH,2022-09-09 00:00:00,8700000,1,NCC-THAILAND,2022-01-21 00:00:00,6914897,3
46540-06030,CHPT-MINHANH,2022-09-09 00:00:00,240000,20,CHPT-MINHANH,2022-09-09 00:00:00,240000,20
48510-0D470,THANHDUC,2022-09-09 00:00:00,1300000,10,NCC-THAILAND,2022-08-27 00:00:00,0,30
48510-8Z244,GIANGDAO,2022-09-09 00:00:00,0,2,GIANGDAO,2022-09-09 00:00:00,0,2
48531-09850,NCC-HOANKIEM,2022-09-09 00:00:00,939000,8,NCC-HOANKIEM,2022-07-27 00:00:00,751200,4
48531-09850,NCC-HOANKIEM,2022-09-09 00:00:00,939000,8,NCC-HOANKIEM,2022-08-02 00:00:00,751200,6
48531-09880,NCC-HOANKIEM,2022-09-09 00:00:00,939000,1,NCC-HOANKIEM,2022-06-20 00:00:00,694400,3
49141-60020,NCC-QUANGNINH,2022-09-09 00:00:00,2800000,4,NCC-QUANGNINH,2022-09-09 00:00:00,2800000,4
49151-60020,NCC-QUANGNINH,2022-09-09 00:00:00,2800000,4,NCC-QUANGNINH,2022-09-09 00:00:00,2800000,4
VAPC-TAYNAMCUA,NN-QUANGDEN,2022-09-09 00:00:00,300000,1,NN-QUANGDEN,2022-09-09 00:00:00,300000,1
11115-50080,CHPT-MINHANH,2022-09-10 00:00:00,860000,1,CHPT-MINHANH,2022-09-10 00:00:00,860000,1
